UserId,Condition,Scenario,Direction,TimeStamp,DtInMs,ConWPosX,ConWPosY,ConWPosZ,ConPosX,ConPosY,ConPosZ,ConRotX,ConRotY,ConRotZ,IsHit,DotId,HitPosX,HitPosY,HitPosZ
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.36,25.63,1.613937,0.8681174,-0.9651119,-0.6453787,0.8681174,-0.199457,359.2871,244.8175,0.1273637,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.38,25.63,1.614095,0.868233,-0.9650916,-0.6452274,0.868233,-0.1994055,359.2956,244.8046,0.1220488,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.38,25.63,1.614095,0.868233,-0.9650916,-0.6452274,0.868233,-0.1994055,359.2956,244.8046,0.1220488,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.40,25.63,1.614174,0.8682241,-0.9650497,-0.6451581,0.8682241,-0.1993487,359.2892,244.7998,0.102883,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.40,25.63,1.614174,0.8682241,-0.9650497,-0.6451581,0.8682241,-0.1993487,359.2892,244.7998,0.102883,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.41,25.63,1.614301,0.8683227,-0.9651015,-0.6450242,0.8683227,-0.1993743,359.2924,244.7881,0.1001225,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.42,25.63,1.614338,0.8683006,-0.9650898,-0.6449901,0.8683006,-0.1993555,359.2879,244.784,0.093266,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.43,25.63,1.614471,0.8681817,-0.9651028,-0.6448567,0.8681817,-0.1993417,359.2887,244.7812,0.09931166,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.45,25.63,1.614612,0.8680111,-0.9650244,-0.6447346,0.8680111,-0.1992368,359.2928,244.7723,0.1049602,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.47,25.63,1.61434,0.8680813,-0.9649686,-0.6450122,0.8680813,-0.1992363,359.2901,244.7686,0.1031083,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.47,25.63,1.61434,0.8680813,-0.9649686,-0.6450122,0.8680813,-0.1992363,359.2901,244.7686,0.1031083,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.48,25.63,1.614368,0.8680788,-0.964956,-0.6449873,0.8680788,-0.1992185,359.2913,244.769,0.1020182,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.50,25.63,1.614435,0.8679748,-0.9647362,-0.644965,0.8679748,-0.1989895,359.2885,244.7619,0.1052095,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.50,25.63,1.614435,0.8679748,-0.9647362,-0.644965,0.8679748,-0.1989895,359.2885,244.7619,0.1052095,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.52,25.63,1.614533,0.8680025,-0.9647279,-0.6448705,0.8680025,-0.1989619,359.305,244.7704,0.1133195,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.53,25.63,1.614549,0.8679624,-0.9647216,-0.6448564,0.8679624,-0.1989526,359.3038,244.7718,0.1126535,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.54,25.63,1.614388,0.8680781,-0.9648327,-0.6449918,0.8680781,-0.1990934,359.2953,244.7749,0.1064985,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.56,25.63,1.61439,0.8680337,-0.9648255,-0.6449914,0.8680337,-0.1990861,359.2966,244.7738,0.1098314,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.56,25.63,1.61439,0.8680337,-0.9648255,-0.6449914,0.8680337,-0.1990861,359.2966,244.7738,0.1098314,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.57,25.63,1.614267,0.8679474,-0.9647707,-0.6451234,0.8679474,-0.1990569,359.2929,244.7723,0.1036477,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.59,25.63,1.614043,0.8680056,-0.9647701,-0.6453421,0.8680056,-0.1991007,359.2929,244.7816,0.1125819,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.59,25.63,1.614043,0.8680056,-0.9647701,-0.6453421,0.8680056,-0.1991007,359.2929,244.7816,0.1125819,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.61,25.63,1.614208,0.8680508,-0.9648494,-0.6451656,0.8680508,-0.1991458,359.2788,244.7751,0.1134879,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.61,25.63,1.614208,0.8680508,-0.9648494,-0.6451656,0.8680508,-0.1991458,359.2788,244.7751,0.1134879,FALSE,1,1.60404,1.00513,-1.029282
